8.827069495186066206e-01,4.138632676521895704e+00,1.143622413914689329e+00,7.438148412928824449e-01,7.797856690161480975e-01,3.838132308734870879e+00,2.067258752543144507e+00,3.228608847181250852e+00,0.000000000000000000e+00
4.305611812587252785e-01,1.138444317322240495e+00,3.025070990419984174e+00,4.771209662584555034e+00,3.052836743542056031e+00,4.434976500949727729e+00,1.198036493122958568e+00,2.024662175506220851e+00,1.000000000000000000e+00
2.565145777591521181e+00,1.146342132481913190e+00,1.446602508185974356e+00,1.170086029629981095e+00,6.715179847155397397e+00,2.100105080369741195e+00,1.305690374850593027e+00,3.648031548119783363e+00,2.000000000000000000e+00
4.211250463025563384e+00,2.659925807431220424e+00,3.344723762862780170e+00,4.103947436007615579e+00,3.686030854432356119e+00,3.825539540779358205e+00,2.600951642674113273e+00,4.139230769424206535e+00,3.000000000000000000e+00
2.169198738383188108e+00,4.202877166968127298e+00,2.734112171634098143e+00,3.987691142862498594e+00,4.776623109869492012e+00,4.344609415670226404e+00,3.651822341233045499e+00,3.555002665993913791e+00,4.000000000000000000e+00
4.256724930168711118e+00,3.168987844290293676e+00,2.173539152905428651e+00,3.790518510466858615e+00,3.450506116978238502e+00,5.346085280636148518e+00,4.267026140443469728e+00,3.780002722369981250e+00,5.000000000000000000e+00
4.347817387384003140e+00,3.831640632881710751e+00,4.198569893559380262e+00,4.391862454326242116e+00,2.098915687648606809e+00,3.894074786744333938e+00,3.785589192934322167e+00,4.455655169015110495e+00,6.000000000000000000e+00
4.702240366963169826e+00,3.601200655573370657e+00,4.936181051510182272e+00,4.945693627839367501e+00,4.941622712505393089e+00,2.660676538494691989e+00,5.178977488089593351e+00,3.906153997802035871e+00,7.000000000000000000e+00
5.037537964954876379e+00,3.980648168651547358e+00,4.431266311331103935e+00,4.289802839726558403e+00,4.838306494611046560e+00,4.661301412357238938e+00,4.931687152254410123e+00,5.420921916172253496e+00,8.000000000000000000e+00
4.566930867539784167e+00,4.690977431651319307e+00,5.130031604953789071e+00,4.603308440183859318e+00,5.105889517753326778e+00,5.975301396569738799e+00,5.164850472526812730e+00,4.512237948637479512e+00,9.000000000000000000e+00
