5.000000000000000000e+01,1.524887397932729982e+00,0.000000000000000000e+00
5.000000000000000000e+01,1.799209715842309265e+00,1.700000000000000000e+01
5.000000000000000000e+01,1.602454073629320463e+00,1.200000000000000000e+01
5.000000000000000000e+01,1.705463576852948693e+00,1.000000000000000000e+01
5.000000000000000000e+01,1.489884629757886270e+00,1.500000000000000000e+01
5.000000000000000000e+01,1.659771481835594198e+00,1.400000000000000000e+01
5.000000000000000000e+01,1.966385204842848067e+00,2.000000000000000000e+00
5.000000000000000000e+01,1.706664681352684010e+00,7.000000000000000000e+00
5.000000000000000000e+01,1.515858108847595087e+00,3.000000000000000000e+00
5.000000000000000000e+01,1.577370347241389137e+00,1.300000000000000000e+01
5.000000000000000000e+01,2.008288475854280275e+00,0.000000000000000000e+00
5.000000000000000000e+01,1.953345765440589688e+00,2.000000000000000000e+00
5.000000000000000000e+01,2.333765741218427170e+00,9.000000000000000000e+00
5.000000000000000000e+01,2.216572442304149071e+00,9.000000000000000000e+00
5.000000000000000000e+01,2.178818626059373820e+00,1.800000000000000000e+01
5.000000000000000000e+01,2.566504021858333484e+00,1.000000000000000000e+00
5.000000000000000000e+01,2.424195309918657948e+00,2.000000000000000000e+00
5.000000000000000000e+01,2.429835376693906923e+00,3.000000000000000000e+00
5.000000000000000000e+01,2.690814400123726635e+00,9.000000000000000000e+00
5.000000000000000000e+01,3.244647415991266826e+00,1.600000000000000000e+01
5.000000000000000000e+01,3.035410016358539131e+00,1.300000000000000000e+01
5.000000000000000000e+01,3.343410562746679915e+00,0.000000000000000000e+00
5.000000000000000000e+01,3.406293608160490205e+00,3.000000000000000000e+00
5.000000000000000000e+01,3.362154393888514559e+00,1.200000000000000000e+01
5.000000000000000000e+01,3.341271401466191726e+00,8.000000000000000000e+00
5.000000000000000000e+01,3.483458411548945755e+00,1.000000000000000000e+00
5.000000000000000000e+01,3.429818982310796294e+00,8.000000000000000000e+00
5.000000000000000000e+01,3.948472094969321944e+00,1.300000000000000000e+01
5.000000000000000000e+01,4.726148711505510747e+00,2.000000000000000000e+00
5.000000000000000000e+01,4.359855266465358703e+00,1.600000000000000000e+01
5.000000000000000000e+01,4.254451960228168517e+00,1.700000000000000000e+01
5.000000000000000000e+01,4.050873589494668359e+00,2.000000000000000000e+00
5.000000000000000000e+01,4.382026295144878070e+00,8.000000000000000000e+00
5.000000000000000000e+01,4.533739840127072540e+00,1.300000000000000000e+01
5.000000000000000000e+01,4.720942711919695611e+00,1.800000000000000000e+01
5.000000000000000000e+01,5.137280176496899387e+00,1.800000000000000000e+01
5.000000000000000000e+01,5.003311574371337223e+00,1.900000000000000000e+01
5.000000000000000000e+01,4.912441907539031760e+00,1.200000000000000000e+01
5.000000000000000000e+01,4.772356825520697399e+00,9.000000000000000000e+00
5.000000000000000000e+01,4.882283117442890230e+00,1.100000000000000000e+01
5.000000000000000000e+01,4.756922958439541382e+00,1.300000000000000000e+01
5.000000000000000000e+01,5.019732419300683368e+00,1.700000000000000000e+01
5.000000000000000000e+01,4.669743360666158694e+00,6.000000000000000000e+00
5.000000000000000000e+01,4.372355239662501170e+00,6.000000000000000000e+00
5.000000000000000000e+01,4.388315553585739437e+00,2.000000000000000000e+00
5.000000000000000000e+01,5.260447966829141286e+00,1.000000000000000000e+00
5.000000000000000000e+01,4.610443691013405676e+00,5.000000000000000000e+00
5.000000000000000000e+01,4.884151838641980881e+00,9.000000000000000000e+00
5.000000000000000000e+01,5.135957731073483856e+00,1.000000000000000000e+01
5.000000000000000000e+01,5.281195274153088093e+00,1.200000000000000000e+01
