0.000000000000000000e+00,5.511510053209234705e+00,5.600000000000000000e+01,1.814202772070698799e+01
1.000000000000000000e+00,6.565021203079160372e+00,2.400000000000000000e+01,1.755099607740223888e+01
2.000000000000000000e+00,6.976882130680237992e+00,3.100000000000000000e+01,1.716389239208230677e+01
3.000000000000000000e+00,7.005853348493388921e+00,4.900000000000000000e+01,1.955735122457040021e+01
4.000000000000000000e+00,6.860979078865797831e+00,7.200000000000000000e+01,2.903960794501233877e+01
5.000000000000000000e+00,7.329186284344689106e+00,4.000000000000000000e+01,2.183094374548880268e+01
6.000000000000000000e+00,8.029879985821128940e+00,5.000000000000000000e+01,2.066760406291496821e+01
7.000000000000000000e+00,7.137818930627706671e+00,6.100000000000000000e+01,2.309463407591320561e+01
8.000000000000000000e+00,7.751349911902840617e+00,2.400000000000000000e+01,2.332828682025406764e+01
9.000000000000000000e+00,8.377422569293022647e+00,4.700000000000000000e+01,3.961445807140506048e+01
1.000000000000000000e+01,8.162775562675520291e+00,4.800000000000000000e+01,2.787865157914151126e+01
1.100000000000000000e+01,9.313654240681842111e+00,7.600000000000000000e+01,2.763374211434405581e+01
1.200000000000000000e+01,9.001375401460535386e+00,4.500000000000000000e+01,3.589867559814680220e+01
1.300000000000000000e+01,9.006959394189019363e+00,3.500000000000000000e+01,4.637168823431257181e+01
1.400000000000000000e+01,1.202771633036274146e+01,1.400000000000000000e+01,3.309403298203098842e+01
1.500000000000000000e+01,1.233599964647792646e+01,2.000000000000000000e+00,4.675392099911230304e+01
1.600000000000000000e+01,1.376676192109729868e+01,1.000000000000000000e+01,4.436128786442428407e+01
1.700000000000000000e+01,1.362275476723572787e+01,5.400000000000000000e+01,4.331760281702860738e+01
1.800000000000000000e+01,1.295208309171015948e+01,1.800000000000000000e+01,5.107585938716783858e+01
1.900000000000000000e+01,1.287087938396355113e+01,2.400000000000000000e+01,4.320787659827021088e+01
2.000000000000000000e+01,1.614506521709145659e+01,5.200000000000000000e+01,5.292053730578397364e+01
2.100000000000000000e+01,1.688315105933619975e+01,4.300000000000000000e+01,5.701431520280338106e+01
2.200000000000000000e+01,1.677170254560279261e+01,2.900000000000000000e+01,4.671432288490755980e+01
2.300000000000000000e+01,1.575758565545216960e+01,1.000000000000000000e+01,4.715466066213422636e+01
2.400000000000000000e+01,1.525721852664227640e+01,4.000000000000000000e+00,4.489630664863689447e+01
2.500000000000000000e+01,1.902920800584305283e+01,1.300000000000000000e+01,4.638069270415476808e+01
2.600000000000000000e+01,1.462699514122459377e+01,2.000000000000000000e+01,4.902465138884875984e+01
2.700000000000000000e+01,1.596375235984881513e+01,8.000000000000000000e+00,4.682568270731165683e+01
2.800000000000000000e+01,1.681599331412549958e+01,1.600000000000000000e+01,6.119261991575397275e+01
2.900000000000000000e+01,1.540409994075910660e+01,1.000000000000000000e+00,4.752598368391166161e+01
3.000000000000000000e+01,1.681385482683237598e+01,3.400000000000000000e+01,4.794507470087277312e+01
3.100000000000000000e+01,1.566015782463511030e+01,6.900000000000000000e+01,4.906106757305040844e+01
3.200000000000000000e+01,1.836664611679103132e+01,1.800000000000000000e+01,5.714480374186648959e+01
3.300000000000000000e+01,1.389856600562470135e+01,6.600000000000000000e+01,5.399347138078129404e+01
3.400000000000000000e+01,1.970463667994834367e+01,7.200000000000000000e+01,5.517917578578938986e+01
3.500000000000000000e+01,2.125546973809669282e+01,1.000000000000000000e+01,5.707566669153722927e+01
3.600000000000000000e+01,1.488976967697824172e+01,1.800000000000000000e+01,5.720250822193276719e+01
3.700000000000000000e+01,1.822903942734249227e+01,8.000000000000000000e+00,5.578150047977109693e+01
3.800000000000000000e+01,1.648030039800261903e+01,3.900000000000000000e+01,5.256937745950037311e+01
3.900000000000000000e+01,1.560881142534548438e+01,6.100000000000000000e+01,4.991551850703767457e+01
4.000000000000000000e+01,1.914366932401884114e+01,6.700000000000000000e+01,5.133457641378880254e+01
4.100000000000000000e+01,1.907777174809267251e+01,1.600000000000000000e+01,5.718636425302803161e+01
4.200000000000000000e+01,1.845403140424524580e+01,7.900000000000000000e+01,5.928212434454980695e+01
4.300000000000000000e+01,2.161169576132483527e+01,1.700000000000000000e+01,5.714152311703877984e+01
4.400000000000000000e+01,2.148412788937645246e+01,6.700000000000000000e+01,5.348705410917428082e+01
4.500000000000000000e+01,2.209891516698203873e+01,4.500000000000000000e+01,6.148471475726049817e+01
4.600000000000000000e+01,2.355132803900091787e+01,7.500000000000000000e+01,5.437177098441703293e+01
4.700000000000000000e+01,2.170105105970365500e+01,3.800000000000000000e+01,5.692571609485721496e+01
4.800000000000000000e+01,1.947728826801182223e+01,5.300000000000000000e+01,5.833498676081878642e+01
4.900000000000000000e+01,2.278288895409786363e+01,7.100000000000000000e+01,5.466290157003469119e+01
