8.746064442849881715e+00,6.977491837151886145e+00,3.558870500387706581e+00,5.013093364291245635e+00,6.593092005889142904e+00,7.986186478406140488e+00,2.481876143098281418e+00,4.621586683218906089e+00,8.080265704959440853e+00,4.033406439859382075e+00,5.515643840704342438e+00,2.902039418377580837e+00,1.947389417750661655e+00,3.896399775694632694e+00,3.805276038185585463e+00,3.049339133470114760e+00,7.335379130506257672e-01,2.642109799675563142e+00,4.544701699629395186e+00,3.723840115219088531e+00,3.302135857810557074e+00,1.568156187248621602e+00,1.869361012442023240e+00,8.949465564467232070e+00,4.560192832740103341e+00,6.033570300885334525e+00,1.095847153198904467e+00,3.512888496622298629e+00,4.530875122892988216e+00,2.939286286521625158e+00,1.444066851988972644e+01,4.573959321632639963e+00,3.992284329968725398e+00,1.931269299247611260e+00,2.683647304380444965e+00,4.037540430207382514e+00,7.772568718649922381e+00,4.193989469113240887e+00,6.579934481881960728e+00,9.025840130221416402e+00,9.244116233542902794e-01,4.911720014737134044e+00,4.810613042219360480e+00,1.139749310083790768e+00,8.512555356021247022e+00,4.640120306805922468e+00,2.384027510439702624e+00,6.565024098987564116e+00,8.073688819310525844e+00,2.810781072938832725e+00,2.580946297879587181e+00,2.843375311689199325e+00,5.131611654847304749e+00,7.490180372485418125e+00,1.199969565048075815e+01,4.560774833077767099e+00,2.550276780630728712e+00,4.967834234966070461e+00,3.848718599787142924e+00,5.548032820035230905e+00,3.029568879291568262e+00,3.652316018958163824e+00,3.322450616238042276e+00,3.934193659270303289e+00,9.661090139618202510e-01,4.668553389354459959e+00,5.105234688394129527e+00,6.596603388882514851e-01,4.680001235287653216e+00,1.124636099827862346e+01,7.744564604502464533e+00,1.034840618896524678e+00,7.309600349280281684e+00,3.808956880122925659e-01,7.219897318120636953e+00,6.250647655278553039e+00,1.731954134374046106e+00,6.214727725721292728e+00,1.449556235976780627e+00,1.203526173031503177e+01,0.000000000000000000e+00
4.222298471920503005e+00,7.560902740630899288e+00,5.152559465401613359e+00,3.000791580539988068e+00,5.410945434975070079e+00,3.958117286294562387e+00,5.871936419920099404e+00,3.153613236530323771e+00,2.238554756415064517e+00,2.327633205746043821e+00,2.699507982502265424e+00,9.032926591605386690e+00,2.390739473414966731e+00,4.443909076848597373e+00,4.155042078758891755e+00,9.920650262536989672e-01,5.186437515640847984e+00,2.036681055261048812e+01,6.598939530942668164e+00,3.125203072544191052e+00,5.150161707577314729e+00,1.080221546405679867e+01,5.862466865763609647e+00,1.075181659053011707e+01,1.305813481494635298e+01,4.446628300284736213e+00,4.672208163921272472e+00,3.319278563976281404e+00,2.916303177935754221e+00,8.804489170346473159e+00,5.881688103804272316e+00,8.209001752912120864e+00,6.818706628538567571e+00,5.537695683539991975e+00,6.200185481629609363e+00,5.837897396635547409e+00,1.238288937704876602e+01,5.763921585137644854e+00,1.245941872193130351e+01,3.592056530877505427e+00,6.442853571581580452e-01,4.388016553631024053e+00,8.231560758925111632e-01,8.448741200728003164e+00,1.315713872674777107e+01,8.658916247506773800e+00,8.919852363433768971e+00,1.905575812295933424e+00,1.710316225170025906e+00,2.984753489433936480e+00,1.122020162713184721e+00,1.621853548744328322e+01,4.421652448888991671e+00,4.231229270654639940e+00,8.023310491396504318e+00,7.360340942495873229e+00,3.624539667118664266e+00,6.723313830234482147e+00,5.072654932701347263e+00,1.057530369192504160e+01,3.544102301573555103e+00,7.872529302386791272e+00,6.897914538111899141e+00,2.556948157248307929e+00,7.780775235935331935e+00,9.947688735942634253e+00,1.069428579543664526e+01,5.863105694681490121e+00,4.474014892692317780e+00,4.532247221830415285e+00,3.172010825587854743e+00,1.217831185240205905e+01,1.595328628695096729e+00,8.138983419483206916e+00,5.635036734188522800e+00,6.568338238786184391e+00,4.593959621291610063e+00,6.017592638807742311e+00,6.611477265567548223e+00,4.979363534971171790e-01,1.000000000000000000e+00
3.174553658242581733e+00,2.292161416145412023e+00,4.786634154642019467e+00,2.881811982409502537e+00,1.475611270994674840e+01,1.013274378443373003e+01,8.364236693976936365e+00,7.269798297702155132e+00,3.883863930858826308e+00,4.010606946311389365e+00,5.824003720437973541e+00,8.311266059990659372e+00,6.736036007345054699e+00,1.083896646565145261e+01,4.326846298628676202e+00,2.960745005757140724e+00,5.495904683943994229e+00,2.522912590621204210e+00,3.865904083017571491e+00,6.139011834842015958e+00,8.046860695614290293e+00,4.510848665315670303e+00,1.342902381777028475e+00,4.442968733243652935e+00,3.867263362466297316e+00,5.270006099902663443e+00,6.722408431881023994e+00,1.865759323477435450e+00,8.379162852363538860e+00,6.105543596621879843e+00,1.214833829408759058e+01,1.420218371384467027e+01,1.497910996371592418e+01,6.405581193108794480e+00,4.639680326295386514e+00,7.331846613435934579e+00,8.971592283944833213e+00,1.821379927786881936e+01,3.691019876318088588e+00,4.292301827839332340e+00,1.211705837716817236e+01,3.870631404842740153e+00,1.180671688760897453e+01,4.587430668355557017e+00,2.831287827520834632e+00,2.614149751322808690e+00,5.200621349410789129e+00,1.547918265511785130e+01,8.012412629524052754e-01,1.544589808251622998e+01,6.203901136780641146e+00,8.516923195200426733e+00,5.121468343442498572e+00,3.259684045701654043e+00,7.358673709190213685e+00,2.395782161856630843e+00,7.423147337469426787e+00,4.965289696105426920e+00,1.915634456123807539e+01,1.907104861608271307e+01,1.494370077576642863e+01,4.111360155544376838e+00,6.655543824596017011e+00,2.587532057155193410e+00,1.406233992422946555e+00,8.147174969479964446e+00,1.936796841214422216e+01,4.182418075306784999e+00,4.827303543193293134e-01,7.614072293531438440e+00,2.051666971228324421e+00,8.260589093168176689e+00,1.133237997226525628e+01,1.184720457900947466e+01,4.078217107276447706e+00,3.142266742732301665e+00,6.634336848751579474e+00,8.920141433540008435e+00,1.050803887295893091e+01,7.011990817456413616e+00,2.000000000000000000e+00
8.896950020497936151e+00,5.359240381664436725e+00,6.411415333911698156e+00,2.844738410182714450e+00,8.415805756413796246e+00,2.807580669720089350e+00,1.076381083175666298e+01,8.361261466174157775e+00,4.020801700990872085e+00,4.657242741511623763e+00,8.538996783609803742e+00,7.258421913855456431e+00,2.636148805862058797e+00,1.624645004382998081e+00,8.250781189846442487e+00,5.501908268922030665e+00,1.739577283427401966e+01,3.087190299364338308e+00,2.769117699455291515e+00,5.893594890065663172e+00,1.321704210076279651e+01,9.326861254274264823e+00,1.238553880145252251e+01,2.970300312727811587e+00,1.166335346672956774e+01,9.702607064410781135e+00,1.266719372188837589e+01,4.660841420279964176e+00,2.965217897635782140e+00,2.508155021047096422e+00,5.998215510295051622e+00,9.859459521574955865e-01,4.367576608555224560e+00,3.244429343177959613e+00,1.017475797911256663e+01,3.100572159533251604e+00,1.214884462426255141e+01,4.614021056793986553e+00,1.528464649101817896e+00,5.653566664286127086e+00,1.683547383148814802e+01,9.697721154601275373e+00,1.907057991964096644e+00,4.906164785892266345e+00,3.082191472048554814e+00,8.396891740976196061e+00,3.493536236933164840e+00,9.547599027315452958e+00,9.435556686794408066e+00,7.574555906098228597e+00,5.980664852621270455e+00,6.951381847590463181e+00,1.493375280785027037e+01,5.089758104465982314e+00,1.065695743151941954e+01,5.981096170038131099e+00,5.061621323049532606e+00,1.171964523744458120e+01,4.973975897159066406e+00,4.499362374571816758e+00,2.352640888607692382e+00,1.959200963808965801e+00,1.456306510369697982e+01,3.248908296234367388e+00,4.033601540040556266e+00,3.747245528325657826e+00,3.235956800255401777e+00,3.468853685401199982e+00,1.878003853553499969e+00,1.479839492673858814e+01,6.480291425312923792e+00,6.915161386402738586e+00,4.554572175954183955e+00,3.440531160123869725e+00,8.402696366846324594e+00,2.037743355443954840e+01,7.051676664848840481e+00,1.267041197255578133e+01,6.073087207215843719e+00,1.087478883306631339e+00,3.000000000000000000e+00
2.264316618198908060e+00,4.045759855632190316e+00,8.362636182666182805e+00,6.530517417221537890e+00,1.033520710912613083e+01,1.021958749526183396e+01,3.799954550209826643e+00,6.048286632611957536e+00,4.143618767280847770e+00,5.606698406829524473e+00,2.130251796366868788e+01,4.462973326102416927e+00,1.632613897221653687e+01,3.700119551599349244e+00,8.066025980976691656e+00,1.056078982942798739e+01,1.850578582370386416e+00,1.249046340735268323e+01,7.445987043781675752e+00,5.133337756178002032e+00,1.029371739473095637e+01,3.809499402695883052e+00,1.166019250945402774e+01,1.327086288958892268e+01,1.615249539428512193e+01,1.338036899402472635e+01,9.408413306479554095e+00,1.111892840862443244e+01,3.675926330269592590e+00,1.141977342638780257e+01,3.704684675178812725e+00,3.172534402048455160e+00,5.994979307222370934e+00,1.420285786367705505e+01,2.339530888556368815e+00,1.566963827439170842e+01,4.225829093081408416e+00,1.051987342449255181e+01,1.533141225742418534e+01,2.827007047914498195e+00,4.122433227954483748e+00,6.733512288907126830e+00,5.584826898199039213e+00,1.145232777496808119e+01,5.743390556346166242e+00,8.955155524675260992e+00,7.132751536389386970e+00,3.614221275486866780e+00,1.015021345522917606e+01,7.773640243122025950e+00,1.117331195731999749e+01,1.054254191011005304e+01,3.991366192167374205e+00,2.126821926055653122e+00,9.331566626751504501e+00,9.064118668424015368e+00,9.834374436463129143e+00,9.727341604509163631e+00,9.764749603943652545e+00,1.719576116301707458e+01,6.502332703789475588e+00,8.655788911901908023e+00,1.081473663572280586e+01,9.641095936337094940e+00,9.090854468397003174e+00,1.003935131369749634e+01,5.679502458455548464e+00,1.911348615551385244e+00,5.196619269980906175e+00,8.203409485504217002e+00,3.894293595226836935e+00,3.845782967829158405e+00,1.768998187913376796e+01,5.507896868553200598e+00,8.066782368754150667e+00,1.902625718988080550e+01,1.143978434297469526e+01,1.421565157388299383e+01,1.747012936871564781e+00,1.243399949939387383e+01,4.000000000000000000e+00
1.146744100538658095e+01,5.471741092337590651e+00,3.737003070720772424e+00,5.201578430860038793e+00,3.125709075281175586e+00,4.309233540385843497e+00,3.591869772688453533e-01,3.969129666994842154e+00,6.219797886992338043e+00,1.651480375187911909e+00,8.459060414007637974e+00,3.850127017464474388e+00,6.484461878887687547e+00,5.489246955569201170e+00,9.954153408085913313e+00,4.640252931306886097e+00,2.929774735837171296e+00,9.963231222239212315e+00,1.125670575003324458e+01,4.962749623451596648e+00,1.943399702644317628e+01,1.328906101432421138e+01,4.778482882238297869e+00,1.032648997013400027e+01,1.125599609566808645e+01,4.716938753390553352e+00,3.507521145512121574e+00,4.485945763238265549e+00,1.353590247746597441e+01,1.095506208532243164e+01,2.043462621183010697e+00,8.121476134812359859e+00,6.527245933148542179e+00,8.322033000183017393e+00,8.972993669466726274e+00,4.642757769983736793e+00,6.490483824891418507e+00,1.100841311166516689e+01,3.763174163392581484e+00,1.622273008606185618e+00,2.408221297300236596e+00,1.506976609587493954e+01,9.752258785331182622e+00,1.184200345868799431e+01,1.293831115215528627e+01,2.547225307128341498e+00,1.221097735753943958e+01,6.200842135118054266e+00,8.756506787777304623e+00,9.763440669913521219e+00,1.484514514255571171e+01,7.118147273736671110e+00,3.697447323304390743e+00,8.384984765976108534e+00,4.682034375045621921e+00,1.379529195090509042e+01,1.495734616531776950e+01,1.642615681374063286e+01,7.756754342277750069e+00,1.230177986453750627e+01,4.689493914923614781e+00,1.122668486290772449e+01,1.615116730224114505e+00,4.934868098385892132e+00,4.274914627780526111e+00,1.086344553903109578e+01,5.296622167035178741e+00,5.666731828539596449e+00,3.893212305724575106e+00,4.058441690347983410e+00,3.498012975085527998e+00,9.862916994021407646e+00,9.403701789996416593e+00,7.367608360923185273e+00,2.316930092132956087e+00,2.915548660591223751e+00,9.839235920565528204e+00,7.400814214121027135e+00,8.593666532107727463e+00,2.394012122817112243e+01,5.000000000000000000e+00
9.153601371477082083e+00,1.722786970089395808e+01,3.585881507569411486e+00,7.612369330970805592e+00,4.538046437988117354e+00,3.420403554933633572e+00,6.118699713210425273e+00,1.270027810285453995e+01,8.442825845453873157e+00,7.343421061247616954e+00,4.158962436254165063e+00,1.445751992060167623e+01,4.925977018111319161e+00,6.560391115529085937e+00,7.786950873856379296e+00,1.177129997679224083e+01,1.607591424406813729e+01,8.645223974286910362e+00,2.870908405612068837e+00,1.040565976009500559e+01,3.860217163144874952e+00,1.952043823530250677e+01,2.405613886381441358e+00,7.884093033687658902e+00,7.294019391091887350e+00,8.447006343415536023e+00,4.430704126751972893e+00,4.499602524825053962e+00,3.950201301418139188e+00,5.069447395301065917e+00,9.184611268127159889e+00,1.051517192067604434e+01,1.372347179253866933e+01,3.228015197765073729e+00,4.008433647105626108e+00,2.875469533591607174e+00,1.729789071783560894e+00,7.775565603806458448e+00,5.174852567893003297e+00,8.631743251170727049e+00,4.158243210788636013e+00,5.277320028894376236e+00,6.041472868008402664e+00,8.328520660025862554e+00,8.253610438843127284e+00,2.856800476969128866e+00,4.242335277674261995e+00,1.505388672726169652e+01,7.328946968831208331e+00,1.770058194916409633e+01,6.524092367024228345e+00,9.423136565803908127e+00,9.474896125609653552e+00,1.474649223269319798e+00,6.998211408398011812e+00,4.506019812629995513e+00,1.423096047905534611e+01,6.736298712109000775e+00,7.578487441039977845e+00,8.318712586818186594e+00,6.282041988327118354e+00,1.712725741615182429e+01,7.598519471962470462e+00,5.922083864644986484e+00,7.919823887079798119e+00,1.404239801987087155e+01,5.516557142317476625e+00,8.112461795048393043e+00,3.530917358893708169e+00,3.406752701036886322e+00,1.033090250812526456e+01,1.008985545341917422e+01,3.567444122142603202e+00,1.766904464462545565e+00,6.510802801070728840e+00,5.220119103782968395e+00,8.736851941655306319e+00,3.575479490054080944e+00,4.109131848748589277e+00,1.323193118236534893e+01,6.000000000000000000e+00
1.282886357527614152e+01,2.894934405585347204e+00,1.574027172361025428e+01,5.463456531319899057e+00,7.437411968284605379e+00,3.754759101347196371e+00,5.194942060082997415e+00,6.001214305651888736e+00,4.744955308614399847e+00,1.641388779003078113e+01,1.182340035689038871e+01,7.086802358084618447e+00,7.334586877994870413e+00,4.563190938648777895e+00,2.354211794114998213e+01,1.218882357542331718e+01,2.876468648387803029e+00,1.570547302331279482e+01,7.726343311429975103e+00,1.916714039754004872e+01,3.743651611338997931e+00,4.301188960721231247e+00,9.902826066541086547e+00,1.185636126118179234e+01,9.759433086166703575e+00,9.829710620822973866e+00,3.817486562305495656e+00,1.317592919207084101e+00,1.927353479101376266e+01,1.004812751601034115e+01,1.053025820441650140e+01,2.013079055984694676e+01,1.386130735555124360e+01,1.006012481798056690e+01,8.614171497200285188e+00,4.061152564786342234e-01,1.158733940219021541e+01,1.545979615801818952e+01,4.419485917705249456e+00,2.236359612984435685e+01,4.717130600720503608e+00,1.129711263702291113e+01,8.049994442725935784e+00,8.961861050309845922e+00,9.477740092903696123e+00,6.404294680124327677e+00,1.856028437484220106e+01,7.014872181206656343e+00,8.119990438340126460e+00,3.553680900019821287e+00,7.592614786743506095e+00,7.663589155765542671e+00,7.640076215505928303e+00,2.137955873648747840e+01,8.579439384280552972e+00,6.133479431416325234e+00,1.353614255141489764e+01,1.224942648496428887e+01,8.268095851473145075e+00,2.409868188036358827e+00,7.713524035692549852e+00,1.376029343591568477e+01,1.634567576350185902e+01,2.923457840347001735e+00,4.444523070817212762e+00,1.504116660909536884e+00,2.582506213304420317e+00,9.870792272057894223e+00,7.475864192736189295e+00,9.100007876091490644e+00,8.638769220289038486e+00,1.355600728689746903e+00,1.124556836001138649e+01,1.092439489474342018e+01,5.922901759436403957e+00,5.777406741282519853e+00,7.592768149319765847e+00,4.025520157261258447e+00,2.925592512646059795e+00,1.406264066466219553e+01,7.000000000000000000e+00
1.221318479142634494e+01,1.126026326298099711e+01,1.287031692363307833e+00,6.433675980789860027e+00,2.018682042246298547e+00,1.030661459102656252e+01,4.290136781112514619e+00,1.062065072983419967e+01,2.974809147420884869e+00,2.141050519720519674e+01,1.983632551601353100e+01,2.833420160174912272e+00,1.833390641472744420e+01,1.086228265829786288e+01,6.668132328772593098e+00,1.200265515425166463e+01,5.240350833980949474e+00,7.220001738802812596e+00,1.358298245481336863e+01,1.786127588259181920e+01,8.282689844240191945e+00,1.819578318768918734e+01,1.085827452895065370e+01,5.079176319874636469e+00,1.983195606635720365e+00,8.543326948528031650e+00,4.654228585792456130e+00,1.167238039982330555e+01,1.009914832191810063e+01,9.948548640710404456e+00,1.610210638940364314e+00,1.210452100688116595e+01,3.940697853871162781e+00,6.472690943696864707e+00,1.564942920257316183e+00,4.740872664543539727e+00,1.314803311358263471e+01,1.418688668812284170e+00,8.979802233106108034e+00,6.673058748825146047e+00,1.055418648117337632e+01,8.538313005693121127e+00,7.289472055260670658e+00,6.532100112638608458e+00,9.910242486115599547e+00,2.906582108728933189e+00,2.537099920679257714e+00,2.763489616377191993e+01,4.338674327251301754e+00,1.754083811714186680e+01,9.016220934881046034e+00,3.994024691093045032e+00,2.186886986421886192e+01,7.798623770541748712e+00,5.343013670062048526e+00,4.449704329218828747e+00,4.116816901433189457e+00,1.455615763951253605e+01,3.429488648123629080e+00,3.119146832758036503e+00,1.279380277437916824e+01,7.049674602794337552e+00,7.377534752396383233e+00,4.905813665974380733e+00,7.134458172572191614e+00,2.878982859361278734e+00,2.793785602759836451e+00,1.044039194345209154e+01,1.694976366628683673e+00,5.762252406286556550e+00,5.324048381999677559e+00,3.711500075978749091e+00,1.759802115055063609e+01,1.699840194681557648e+01,4.833163729935967545e+00,3.012743816521223472e+00,1.147823867827640454e+00,4.868269677244938087e+00,1.289192173258116725e+01,7.582184209760488791e+00,8.000000000000000000e+00
9.231618486812056545e+00,4.355349440468789801e+00,1.441942067551680218e+01,1.646212143525326255e+01,9.939397101965781189e+00,4.782001133171157825e+00,5.638084137656804273e+00,1.065012457579608807e+01,1.188615536990350208e+01,1.287142325655801045e+01,1.724931541274878555e+01,1.130184671084337467e+01,1.387553825276143549e+01,2.902237138933355887e+00,1.782765923866263336e+01,1.185031525826868126e+01,1.251732933170005424e+01,1.011601514384444656e+01,9.882054842433417363e+00,4.162867374401595377e+00,1.753733478650562816e+01,1.149121332700569376e+01,1.123727212837557765e+01,7.706647562298452492e+00,8.369945953071553646e+00,1.026095439099483109e+01,1.621280251933159278e+01,3.157125945952520052e+00,6.658709476590503940e+00,4.523661247868440149e+00,7.828295850571889147e+00,6.839335559507732754e+00,9.605800099025289640e+00,7.847541273654341509e+00,5.673973695409096685e+00,4.038570611775992525e+00,1.345238560099925174e+01,6.816035151564999950e+00,1.325588195593732976e+01,8.306252223436807469e+00,6.568394040647661747e+00,9.310468272849666604e+00,1.772636035213448480e+01,4.701035341629629549e+00,2.428200428038279401e+00,1.249409429792242854e+01,1.369822574679816185e+01,3.434756187451221354e+00,7.250305256559913758e+00,3.289040296016965126e+00,5.987560208718065269e+00,6.964538704577690531e+00,5.653485888401692527e+00,6.883120609316911498e+00,1.664727813895474995e+01,5.738073950346570307e+00,2.791669520803817583e+00,1.695988714711185352e+01,5.013850533315854285e+00,1.426586728435776052e+01,2.190291825411735971e+01,9.263355214863254972e+00,1.347246537399996669e+01,1.268062709294254731e+01,7.404270020732691471e+00,9.663371641488856412e+00,4.363994376295110555e+00,9.022598990210690673e+00,3.678930184336577369e+00,1.030654644109296925e+01,1.040905552224827346e+01,1.197520658213285216e+01,2.025500468975504020e+01,1.638284287647201509e+01,7.431672631663612805e+00,1.669701883093918937e+01,1.169609089274464786e+01,1.221580408095470638e+00,1.350096421911168854e+01,1.827695897967048566e+01,9.000000000000000000e+00
